game_id,game_type,player_id,player_name,player_role,number_of_votes,target_votes,times_spoken,average_utterance_length,accusation_influence,accusation_influence_on_votes,num_accusations,times_accused
game_play_20240629_213113,1w_claude_sonn,3,Dracula,Mason,0,4,2,284.0,0.1666666666666666,2.0,1,8
game_play_20240629_213113,1w_claude_sonn,4,Vladimir,Seer,0,4,2,280.0,0.2575757575757575,2.0,2,1
game_play_20240629_213233,1w_claude_sonn,0,Vladimir,Mason,0,1,5,267.4,0.1203571428571428,1.0,4,3
game_play_20240629_213233,1w_claude_sonn,1,Alexia,Seer,1,2,3,138.33333333333334,0.0833333333333333,0.6666666666666666,2,5
game_play_20240629_213233,1w_claude_sonn,2,Andrei,Werewolf,1,1,5,319.0,0.1513489606368863,1.2,5,4
game_play_20240629_213233,1w_claude_sonn,3,Cristina,Villager,2,1,6,205.0,0.1023666148666148,0.8333333333333334,6,5
game_play_20240629_213233,1w_claude_sonn,4,Kraven,Villager,1,2,1,252.0,0.0,2.0,1,1
game_play_20240629_213410,1w_claude_sonn,0,Michael,Villager,0,3,2,151.0,0.0238095238095238,1.5,2,9
game_play_20240629_213410,1w_claude_sonn,1,Ileana,Werewolf,0,2,3,368.0,0.2185185185185185,0.6666666666666666,3,2
game_play_20240629_213410,1w_claude_sonn,2,Alexia,Mason,0,3,4,266.75,0.1222850678733031,1.75,4,2
game_play_20240629_213410,1w_claude_sonn,3,Radu,Minion,2,3,5,412.6,0.3291666666666666,0.0,5,5
game_play_20240629_213410,1w_claude_sonn,4,Stefan,Villager,3,2,6,281.8333333333333,0.2252284752284752,0.6666666666666666,6,2
game_play_20240629_213545,1w_claude_sonn,0,Selene,Mason,1,3,7,195.1428571428572,0.1224489795918367,0.8571428571428571,6,5
game_play_20240629_213545,1w_claude_sonn,1,Andrei,Werewolf,0,1,2,371.5,0.0,1.5,1,5
game_play_20240629_213545,1w_claude_sonn,2,Kraven,Villager,1,3,1,159.0,0.2105263157894736,0.0,1,1
game_play_20240629_213545,1w_claude_sonn,3,Mircea,Villager,0,3,4,164.25,0.1655462184873949,1.5,4,3
game_play_20240629_213545,1w_claude_sonn,4,Dracula,Villager,3,1,6,185.0,0.1188908313908314,0.5,6,4
game_play_20240629_213705,1w_claude_sonn,0,Larisa,Villager,1,3,6,161.66666666666666,0.1597338935574229,2.1666666666666665,5,6
game_play_20240629_213705,1w_claude_sonn,1,Selene,Seer,0,3,2,155.0,0.1388888888888889,0.5,1,2
game_play_20240629_213705,1w_claude_sonn,2,Dragos,Werewolf,3,1,7,378.7142857142857,0.0976548514142499,0.5714285714285714,7,6
game_play_20240629_213705,1w_claude_sonn,3,Kraven,Villager,1,3,4,136.5,0.1309246309246309,1.5,4,3
game_play_20240629_213705,1w_claude_sonn,4,Semira,Minion,0,1,1,245.0,0.1666666666666666,3.0,1,1
game_play_20240629_215740,1w_claude_sonn,0,Kraven,Seer,0,4,2,209.0,0.1052631578947368,2.0,1,6
game_play_20240629_215740,1w_claude_sonn,1,Vladimir,Villager,4,1,8,146.5,0.1346200980392156,0.625,8,5
game_play_20240629_215740,1w_claude_sonn,2,Lucian,Villager,1,4,6,203.66666666666663,0.1700186387686388,2.0,6,5
game_play_20240629_215740,1w_claude_sonn,3,Selene,Minion,0,4,4,375.0,0.1271367521367521,1.0,4,3
game_play_20240629_215740,1w_claude_sonn,4,Larisa,Werewolf,0,4,0,0.0,0.0,0.0,0,0
game_play_20240630_012037,1w_gpt_on_claude,0,Andrei,Villager,3,2,7,319.57142857142856,0.1229591836734693,1.4285714285714286,6,9
game_play_20240630_012037,1w_gpt_on_claude,1,Cristina,Werewolf,0,2,3,340.6666666666667,0.2166666666666666,2.0,3,0
game_play_20240630_012037,1w_gpt_on_claude,2,Alexia,Mason,0,3,2,213.0,0.0820433436532507,0.0,2,2
game_play_20240630_012037,1w_gpt_on_claude,3,Lucian,Villager,2,3,6,306.8333333333333,0.4426277426277425,3.0,6,5
game_play_20240630_012037,1w_gpt_on_claude,4,Selene,Mason,0,3,2,305.5,0.0277777777777777,1.5,2,3
game_play_20240630_012259,1w_gpt_on_claude,0,Selene,Seer,4,1,6,336.8333333333333,0.1269841269841269,0.5,5,7
game_play_20240630_012259,1w_gpt_on_claude,1,Radu,Werewolf,0,4,4,326.75,0.1666666666666666,1.25,4,4
game_play_20240630_012259,1w_gpt_on_claude,2,Lucian,Villager,1,4,6,311.3333333333333,0.1796972663845728,2.0,6,4
game_play_20240630_012259,1w_gpt_on_claude,3,Larisa,Minion,0,4,1,361.0,0.3125,4.0,1,1
game_play_20240630_012259,1w_gpt_on_claude,4,Cristina,Mason,0,4,3,319.0,0.0416666666666666,2.6666666666666665,3,3
game_play_20240630_012530,1w_gpt_on_claude,0,Semira,Minion,0,2,2,340.0,0.1857142857142857,1.0,2,6
game_play_20240630_012530,1w_gpt_on_claude,1,Selene,Seer,2,2,4,351.25,0.0694444444444444,1.0,4,4
game_play_20240630_012530,1w_gpt_on_claude,2,Viktor,Werewolf,1,2,6,328.1666666666667,0.1976851851851851,0.6666666666666666,6,6
game_play_20240630_012530,1w_gpt_on_claude,3,Lucian,Villager,2,2,6,349.6666666666667,0.1811661506707946,1.3333333333333333,6,3
game_play_20240630_012530,1w_gpt_on_claude,4,Radu,Mason,0,1,2,397.0,0.0384615384615384,1.0,2,1
game_play_20240630_012807,1w_gpt_on_claude,0,Semira,Mason,0,4,1,105.0,0.1428571428571428,0.0,1,2
game_play_20240630_012807,1w_gpt_on_claude,1,Ileana,Minion,4,1,9,415.77777777777777,0.092115994695974,0.2222222222222222,9,8
game_play_20240630_012807,1w_gpt_on_claude,2,Emil,Mason,0,4,3,284.3333333333333,0.2574074074074073,2.6666666666666665,3,4
game_play_20240630_012807,1w_gpt_on_claude,3,Dragos,Villager,1,4,2,321.5,0.275,4.0,2,2
game_play_20240630_012807,1w_gpt_on_claude,4,Cristina,Werewolf,0,4,5,457.8,0.1797619047619047,3.2,5,4
game_play_20240630_013056,1w_gpt_on_claude,0,Vladimir,Mason,2,3,7,359.42857142857144,0.0952222380793809,1.7142857142857142,7,11
game_play_20240630_013056,1w_gpt_on_claude,1,Dracula,Mason,0,3,2,251.0,0.25,2.0,2,1
game_play_20240630_013056,1w_gpt_on_claude,2,Marius,Villager,0,2,5,333.2,0.2864035087719297,1.6,5,2
game_play_20240630_013056,1w_gpt_on_claude,3,Cristina,Werewolf,0,3,2,478.5,0.3555555555555555,2.5,2,1
game_play_20240630_013056,1w_gpt_on_claude,4,Andrei,Seer,3,2,4,330.5,0.4206845238095238,2.0,4,5
game_play_20240630_013341,1w_gpt_on_claude,0,Vladimir,Mason,0,4,5,241.6,0.1446321686569364,1.4,5,5
game_play_20240630_013341,1w_gpt_on_claude,1,Larisa,Mason,0,4,4,256.0,0.3203962703962704,3.0,4,3
game_play_20240630_013341,1w_gpt_on_claude,2,Alexandra,Villager,1,4,3,251.0,0.0972222222222222,1.3333333333333333,3,4
game_play_20240630_013341,1w_gpt_on_claude,3,Mircea,Villager,0,4,1,196.0,0.2,4.0,1,2
game_play_20240630_013341,1w_gpt_on_claude,4,Marius,Werewolf,4,1,7,328.0,0.0459183673469387,0.1428571428571428,7,6
game_play_20240630_013552,1w_gpt_on_claude,0,Dragos,Villager,4,1,7,246.1428571428572,0.1414145145237582,0.4285714285714285,7,8
game_play_20240630_013552,1w_gpt_on_claude,1,Emil,Werewolf,1,4,5,374.0,0.3125757575757575,3.2,5,4
game_play_20240630_013552,1w_gpt_on_claude,2,Kraven,Mason,0,4,6,251.66666666666663,0.2610119047619048,2.1666666666666665,6,6
game_play_20240630_013552,1w_gpt_on_claude,3,Alexandra,Mason,0,4,2,258.5,0.1052631578947368,2.0,2,2
game_play_20240630_013552,1w_gpt_on_claude,4,Andrei,Villager,0,4,0,0.0,0.0,0.0,0,0
game_play_20240630_013810,1w_gpt_on_claude,0,Marius,Villager,1,1,4,218.25,0.1434053884711779,0.75,4,4
game_play_20240630_013810,1w_gpt_on_claude,1,Stefan,Mason,1,2,4,258.75,0.1482843137254902,1.0,4,6
game_play_20240630_013810,1w_gpt_on_claude,2,Lucian,Werewolf,1,2,5,246.6,0.1718650793650793,1.2,5,6
game_play_20240630_013810,1w_gpt_on_claude,3,Alexandra,Villager,0,1,4,288.25,0.1309246309246309,1.0,4,2
game_play_20240630_013810,1w_gpt_on_claude,4,Semira,Minion,2,1,3,398.6666666666667,0.0555555555555555,1.0,3,2
game_play_20240630_014031,1w_gpt_on_claude,0,Radu,Minion,4,1,4,377.5,0.2587719298245614,0.75,4,6
game_play_20240630_014031,1w_gpt_on_claude,1,Alexandra,Mason,1,4,5,287.0,0.2411111111111111,3.2,5,9
game_play_20240630_014031,1w_gpt_on_claude,2,Semira,Villager,0,4,3,218.0,0.2287581699346405,1.0,3,1
game_play_20240630_014031,1w_gpt_on_claude,3,Alexia,Villager,0,4,3,225.0,0.0888888888888888,1.3333333333333333,3,1
game_play_20240630_014031,1w_gpt_on_claude,4,Viktor,Werewolf,0,4,5,510.8,0.2155982905982905,1.4,5,3
game_play_20240630_014252,1w_gpt_on_claude,0,Viktor,Seer,3,2,9,327.1111111111111,0.0511846063961647,0.6666666666666666,9,11
game_play_20240630_014252,1w_gpt_on_claude,1,Semira,Villager,0,3,3,245.3333333333333,0.4388888888888889,3.0,3,3
game_play_20240630_014252,1w_gpt_on_claude,2,Kraven,Villager,0,3,4,244.5,0.4270833333333333,3.0,4,2
game_play_20240630_014252,1w_gpt_on_claude,3,Marius,Mason,2,3,3,379.0,0.3927350427350427,3.0,3,3
game_play_20240630_014252,1w_gpt_on_claude,4,Radu,Werewolf,0,2,1,450.0,0.0,3.0,1,1
game_play_20240630_014528,1w_gpt_on_claude,0,Mircea,Villager,0,3,1,78.0,0.3809523809523809,3.0,1,1
game_play_20240630_014528,1w_gpt_on_claude,1,Vladimir,Seer,3,2,7,440.2857142857143,0.1586734693877551,0.5714285714285714,7,9
game_play_20240630_014528,1w_gpt_on_claude,2,Michael,Villager,0,3,5,293.8,0.2716666666666666,3.0,5,4
game_play_20240630_014528,1w_gpt_on_claude,3,Kraven,Minion,2,3,5,429.6,0.2263237278717154,1.8,5,4
game_play_20240630_014528,1w_gpt_on_claude,4,Selene,Werewolf,0,2,2,343.0,0.0357142857142857,2.0,2,2
game_play_20240630_014815,1w_gpt_on_claude,0,Dracula,Villager,3,2,5,245.8,0.1213887660327288,0.4,5,4
game_play_20240630_014815,1w_gpt_on_claude,1,Vladimir,Werewolf,0,3,4,286.0,0.0809027777777777,3.0,4,4
game_play_20240630_014815,1w_gpt_on_claude,2,Alexandra,Mason,2,3,6,241.16666666666663,0.172542735042735,0.0,6,5
game_play_20240630_014815,1w_gpt_on_claude,3,Ileana,Mason,0,3,1,355.0,0.3333333333333333,2.0,1,2
game_play_20240630_014815,1w_gpt_on_claude,4,Mircea,Seer,0,2,4,331.5,0.1214285714285714,1.5,3,4
game_play_20240630_015042,1w_gpt_on_claude,0,Stefan,Minion,0,4,4,444.75,0.396782397169394,3.25,4,4
game_play_20240630_015042,1w_gpt_on_claude,1,Andrei,Seer,4,1,8,303.5,0.0586805555555555,0.125,8,11
game_play_20240630_015042,1w_gpt_on_claude,2,Viktor,Werewolf,0,4,3,601.6666666666666,0.2984126984126984,4.0,3,1
game_play_20240630_015042,1w_gpt_on_claude,3,Selene,Villager,0,4,3,308.0,0.3605283605283605,4.0,3,2
game_play_20240630_015042,1w_gpt_on_claude,4,Cristina,Mason,1,4,2,424.0,0.2678571428571428,4.0,2,2
game_play_20240630_015317,1w_gpt_on_claude,0,Marius,Minion,2,3,6,452.0,0.1220808431334747,1.5,6,4
game_play_20240630_015317,1w_gpt_on_claude,1,Mircea,Werewolf,0,3,4,419.25,0.3590288388082505,3.0,4,1
game_play_20240630_015317,1w_gpt_on_claude,2,Lucian,Seer,3,2,5,257.0,0.1559523809523809,0.8,4,8
game_play_20240630_015317,1w_gpt_on_claude,3,Alexia,Mason,0,2,3,302.6666666666667,0.1333333333333333,1.6666666666666667,3,3
game_play_20240630_015317,1w_gpt_on_claude,4,Larisa,Mason,0,3,2,309.0,0.075,1.0,2,3
game_play_20240630_015559,1w_gpt_on_claude,0,Lucian,Seer,4,1,6,308.3333333333333,0.0887807754680819,0.8333333333333334,6,10
game_play_20240630_015559,1w_gpt_on_claude,1,Cristina,Werewolf,0,4,4,443.5,0.1708333333333333,1.0,4,1
game_play_20240630_015559,1w_gpt_on_claude,2,Stefan,Mason,1,4,5,328.4,0.4378174603174603,4.0,5,5
game_play_20240630_015559,1w_gpt_on_claude,3,Ileana,Minion,0,4,3,511.3333333333333,0.3796296296296296,4.0,3,2
game_play_20240630_015559,1w_gpt_on_claude,4,Larisa,Villager,0,4,2,389.0,0.0,2.0,2,2
game_play_20240630_015833,1w_gpt_on_claude,0,Andrei,Werewolf,0,4,3,227.0,0.2094943240454076,1.6666666666666667,2,3
game_play_20240630_015833,1w_gpt_on_claude,1,Marius,Villager,1,4,6,299.1666666666667,0.3096250971250971,3.333333333333333,6,4
game_play_20240630_015833,1w_gpt_on_claude,2,Dracula,Villager,4,1,8,304.75,0.0560515873015873,0.375,8,9
game_play_20240630_015833,1w_gpt_on_claude,3,Ileana,Minion,0,4,1,412.0,0.4,4.0,1,1
game_play_20240630_015833,1w_gpt_on_claude,4,Radu,Mason,0,4,2,296.5,0.2428571428571428,4.0,2,2
game_play_20240630_020106,1w_gpt_on_claude,0,Semira,Villager,0,2,5,259.8,0.0976190476190476,1.8,5,5
game_play_20240630_020106,1w_gpt_on_claude,1,Stefan,Mason,2,3,6,246.0,0.134412955465587,1.0,6,6
game_play_20240630_020106,1w_gpt_on_claude,2,Emil,Seer,3,2,6,285.8333333333333,0.1590277777777777,0.3333333333333333,6,4
game_play_20240630_020106,1w_gpt_on_claude,3,Larisa,Werewolf,0,3,1,276.0,0.2222222222222222,2.0,1,2
game_play_20240630_020106,1w_gpt_on_claude,4,Cristina,Mason,0,3,2,292.5,0.1464646464646464,2.5,2,3
game_play_20240630_020345,1w_gpt_on_claude,0,Michael,Minion,4,1,9,446.1111111111111,0.0777057021639064,0.2222222222222222,9,11
game_play_20240630_020345,1w_gpt_on_claude,1,Dragos,Mason,0,4,5,279.0,0.4571428571428571,4.0,5,5
game_play_20240630_020345,1w_gpt_on_claude,2,Radu,Villager,0,4,2,264.0,0.2307692307692307,4.0,2,1
game_play_20240630_020345,1w_gpt_on_claude,3,Alexandra,Villager,1,4,2,379.5,0.3083333333333333,4.0,2,2
game_play_20240630_020345,1w_gpt_on_claude,4,Alexia,Werewolf,0,4,2,457.5,0.3875,4.0,2,1
game_play_20240630_020647,1w_gpt_on_claude,0,Cristina,Werewolf,3,2,8,277.125,0.0607806280406899,0.75,8,7
game_play_20240630_020647,1w_gpt_on_claude,1,Radu,Villager,2,3,4,322.0,0.1781468531468531,1.5,4,5
game_play_20240630_020647,1w_gpt_on_claude,2,Dracula,Villager,0,3,4,245.5,0.2117063492063491,2.25,4,2
game_play_20240630_020647,1w_gpt_on_claude,3,Lucian,Mason,0,2,3,395.0,0.1603174603174603,2.333333333333333,3,4
game_play_20240630_020647,1w_gpt_on_claude,4,Emil,Villager,0,3,1,185.0,0.2777777777777778,3.0,1,2
game_play_20240630_021130,1w_gpt_on_claude,0,Radu,Mason,0,3,4,328.5,0.2056547619047619,1.5,4,4
game_play_20240630_021130,1w_gpt_on_claude,1,Semira,Werewolf,0,2,2,345.0,0.1996904024767802,1.0,2,1
game_play_20240630_021130,1w_gpt_on_claude,2,Vladimir,Villager,3,2,7,262.2857142857143,0.1235312306740878,1.4285714285714286,7,7
game_play_20240630_021130,1w_gpt_on_claude,3,Lucian,Villager,2,3,5,290.6,0.2735897435897436,2.4,5,6
game_play_20240630_021130,1w_gpt_on_claude,4,Alexandra,Mason,0,3,2,205.0,0.075,1.5,2,2
game_play_20240630_021356,1w_gpt_on_claude,0,Emil,Villager,4,1,7,280.2857142857143,0.0761620437648743,0.0,7,10
game_play_20240630_021356,1w_gpt_on_claude,1,Vladimir,Villager,0,4,4,257.75,0.3986111111111111,3.0,4,4
game_play_20240630_021356,1w_gpt_on_claude,2,Semira,Seer,0,4,3,257.6666666666667,0.2905982905982906,2.6666666666666665,3,4
game_play_20240630_021356,1w_gpt_on_claude,3,Cristina,Werewolf,0,4,4,474.25,0.2752525252525252,3.25,4,1
game_play_20240630_021356,1w_gpt_on_claude,4,Lucian,Minion,1,4,2,436.0,0.5,4.0,2,1
game_play_20240630_021626,1w_gpt_on_claude,0,Marius,Werewolf,0,4,1,260.0,0.0,0.0,0,0
game_play_20240630_021626,1w_gpt_on_claude,1,Kraven,Villager,0,4,3,225.66666666666663,0.4439814814814815,4.0,3,2
game_play_20240630_021626,1w_gpt_on_claude,2,Alexandra,Mason,4,1,9,268.0,0.0994987468671679,0.3333333333333333,9,10
game_play_20240630_021626,1w_gpt_on_claude,3,Ileana,Villager,0,4,4,341.0,0.3401320901320901,4.0,4,4
game_play_20240630_021626,1w_gpt_on_claude,4,Semira,Seer,1,4,3,396.6666666666667,0.3873015873015872,4.0,3,3
game_play_20240630_021906,1w_gpt_on_claude,0,Dracula,Minion,0,4,3,307.3333333333333,0.0492898913951545,0.0,3,6
game_play_20240630_021906,1w_gpt_on_claude,1,Alexandra,Villager,0,4,3,261.6666666666667,0.2199074074074074,0.0,3,3
game_play_20240630_021906,1w_gpt_on_claude,2,Radu,Villager,0,4,5,298.4,0.2963170163170163,4.0,5,3
game_play_20240630_021906,1w_gpt_on_claude,3,Stefan,Werewolf,4,1,7,388.1428571428572,0.076360544217687,0.1428571428571428,7,7
game_play_20240630_021906,1w_gpt_on_claude,4,Larisa,Seer,1,4,2,379.0,0.2428571428571428,4.0,2,1
game_play_20240630_022137,1w_gpt_on_claude,0,Alexia,Werewolf,4,1,8,246.875,0.1807302346776031,0.75,7,7
game_play_20240630_022137,1w_gpt_on_claude,1,Andrei,Villager,1,4,5,277.4,0.2072222222222222,3.2,5,6
game_play_20240630_022137,1w_gpt_on_claude,2,Vladimir,Mason,0,4,5,288.6,0.1860294117647059,1.6,5,3
game_play_20240630_022137,1w_gpt_on_claude,3,Larisa,Mason,0,4,2,237.0,0.2333333333333333,2.0,2,3
game_play_20240630_022137,1w_gpt_on_claude,4,Alexandra,Villager,0,4,0,0.0,0.0,0.0,0,0
game_play_20240630_022340,1w_gpt_on_claude,0,Semira,Mason,0,3,3,261.6666666666667,0.1023146100545481,3.0,3,4
game_play_20240630_022340,1w_gpt_on_claude,1,Selene,Villager,3,2,5,245.0,0.2018725718725718,0.4,5,4
game_play_20240630_022340,1w_gpt_on_claude,2,Larisa,Werewolf,0,3,1,324.0,0.0666666666666666,0.0,1,1
game_play_20240630_022340,1w_gpt_on_claude,3,Andrei,Mason,2,3,6,383.0,0.1365079365079365,0.5,6,6
game_play_20240630_022340,1w_gpt_on_claude,4,Ileana,Villager,0,2,5,302.8,0.2716666666666666,2.0,5,5
game_play_20240630_022608,1w_gpt_on_claude,0,Selene,Werewolf,0,4,1,359.0,0.0,0.0,0,1
game_play_20240630_022608,1w_gpt_on_claude,1,Ileana,Minion,0,4,3,373.3333333333333,0.3333333333333333,2.6666666666666665,3,2
game_play_20240630_022608,1w_gpt_on_claude,2,Larisa,Villager,1,4,7,270.0,0.4270142555856841,4.0,7,6
game_play_20240630_022608,1w_gpt_on_claude,3,Emil,Villager,4,1,8,322.125,0.1824718045112782,0.75,8,10
game_play_20240630_022608,1w_gpt_on_claude,4,Andrei,Villager,0,4,1,241.0,0.0,4.0,1,0
game_play_20240630_022841,1w_gpt_on_claude,0,Cristina,Werewolf,0,4,4,333.0,0.0763888888888889,2.0,3,3
game_play_20240630_022841,1w_gpt_on_claude,1,Stefan,Mason,0,4,1,209.0,0.1,0.0,1,1
game_play_20240630_022841,1w_gpt_on_claude,2,Andrei,Mason,0,4,4,257.75,0.1841736694677871,2.0,4,3
game_play_20240630_022841,1w_gpt_on_claude,3,Emil,Villager,4,1,8,258.875,0.1163690476190476,0.625,8,7
game_play_20240630_022841,1w_gpt_on_claude,4,Selene,Villager,1,4,3,363.6666666666667,0.3827505827505827,4.0,3,5
game_play_20240630_023104,1w_gpt_on_claude,0,Ileana,Werewolf,3,2,6,305.0,0.1345899470899471,0.3333333333333333,5,6
game_play_20240630_023104,1w_gpt_on_claude,1,Viktor,Mason,0,3,4,397.0,0.0958333333333333,1.5,4,5
game_play_20240630_023104,1w_gpt_on_claude,2,Kraven,Seer,2,3,4,299.25,0.2425825593395252,1.5,4,3
game_play_20240630_023104,1w_gpt_on_claude,3,Dragos,Villager,0,3,3,244.0,0.0862470862470862,2.0,3,2
game_play_20240630_023104,1w_gpt_on_claude,4,Radu,Villager,0,2,3,264.6666666666667,0.0476190476190476,1.3333333333333333,3,3
game_play_20240630_023339,1w_gpt_on_claude,0,Michael,Werewolf,3,1,5,417.8,0.0871240601503759,0.4,5,6
game_play_20240630_023339,1w_gpt_on_claude,1,Dragos,Minion,1,1,7,437.57142857142856,0.1347985347985348,1.2857142857142858,7,4
game_play_20240630_023339,1w_gpt_on_claude,2,Alexandra,Seer,1,3,4,265.25,0.1393557422969187,2.0,4,4
game_play_20240630_023339,1w_gpt_on_claude,3,Andrei,Mason,0,3,2,386.0,0.2916666666666666,3.0,2,4
game_play_20240630_023339,1w_gpt_on_claude,4,Semira,Mason,0,3,2,350.0,0.1125,0.5,2,2
game_play_20240630_023616,1w_gpt_on_claude,0,Michael,Mason,1,4,2,230.0,0.0,2.0,1,3
game_play_20240630_023616,1w_gpt_on_claude,1,Larisa,Minion,4,1,10,505.4,0.0624801587301587,0.2,10,8
game_play_20240630_023616,1w_gpt_on_claude,2,Semira,Seer,0,4,2,399.5,0.2321981424148606,2.5,2,3
game_play_20240630_023616,1w_gpt_on_claude,3,Kraven,Villager,0,4,3,293.6666666666667,0.3827505827505827,4.0,3,3
game_play_20240630_023616,1w_gpt_on_claude,4,Alexia,Werewolf,0,4,3,377.3333333333333,0.2619047619047619,4.0,3,2
game_play_20240630_023912,1w_gpt_on_claude,0,Lucian,Villager,4,1,6,247.16666666666663,0.2657870165610104,0.1666666666666666,6,3
game_play_20240630_023912,1w_gpt_on_claude,1,Mircea,Mason,0,4,3,194.66666666666663,0.1074074074074074,2.6666666666666665,3,10
game_play_20240630_023912,1w_gpt_on_claude,2,Selene,Villager,1,4,3,328.0,0.1285714285714285,0.0,3,2
game_play_20240630_023912,1w_gpt_on_claude,3,Ileana,Werewolf,0,4,5,353.6,0.1666444666444666,0.2,5,3
game_play_20240630_023912,1w_gpt_on_claude,4,Dragos,Mason,0,4,3,355.0,0.125,1.3333333333333333,3,2
game_play_20240630_024136,1w_gpt_on_claude,0,Marius,Mason,1,4,4,269.25,0.1027568922305764,1.0,4,4
game_play_20240630_024136,1w_gpt_on_claude,1,Vladimir,Villager,4,1,7,297.0,0.1166383219954648,0.1428571428571428,7,7
game_play_20240630_024136,1w_gpt_on_claude,2,Radu,Werewolf,0,4,4,404.75,0.0777777777777777,2.5,4,3
game_play_20240630_024136,1w_gpt_on_claude,3,Larisa,Mason,0,4,2,200.5,0.2220588235294117,2.5,2,3
game_play_20240630_024136,1w_gpt_on_claude,4,Lucian,Villager,0,4,3,338.6666666666667,0.2264180264180264,4.0,3,3
game_play_20240630_024402,1w_gpt_on_claude,0,Michael,Minion,1,4,5,421.4,0.3243638508034793,2.4,5,4
game_play_20240630_024402,1w_gpt_on_claude,1,Stefan,Villager,0,4,4,323.25,0.2221153846153846,1.25,4,3
game_play_20240630_024402,1w_gpt_on_claude,2,Selene,Mason,0,4,2,370.5,0.512987012987013,4.0,2,0
game_play_20240630_024402,1w_gpt_on_claude,3,Semira,Werewolf,0,4,6,613.8333333333334,0.2402777777777777,3.333333333333333,6,2
game_play_20240630_024402,1w_gpt_on_claude,4,Larisa,Seer,4,1,3,323.0,0.0578703703703703,1.0,3,11
game_play_20240630_024908,1w_gpt_on_claude,0,Mircea,Werewolf,1,3,4,335.75,0.3333333333333333,2.25,3,5
game_play_20240630_024908,1w_gpt_on_claude,1,Ileana,Minion,0,1,2,291.5,0.1,2.0,2,0
game_play_20240630_024908,1w_gpt_on_claude,2,Stefan,Seer,3,1,8,276.375,0.0702485852640651,0.75,8,10
game_play_20240630_024908,1w_gpt_on_claude,3,Lucian,Mason,0,3,3,326.3333333333333,0.5,3.0,3,2
game_play_20240630_024908,1w_gpt_on_claude,4,Alexandra,Villager,1,3,3,283.3333333333333,0.5,3.0,3,2
game_play_20240630_025136,1w_gpt_on_claude,0,Emil,Villager,4,1,7,324.0,0.0960033136061442,0.4285714285714285,7,8
game_play_20240630_025136,1w_gpt_on_claude,1,Marius,Minion,0,4,4,403.5,0.284672619047619,3.0,4,4
game_play_20240630_025136,1w_gpt_on_claude,2,Larisa,Mason,1,4,4,351.5,0.2979166666666666,3.0,4,5
game_play_20240630_025136,1w_gpt_on_claude,3,Stefan,Werewolf,0,4,4,386.75,0.2076048951048951,1.5,4,3
game_play_20240630_025136,1w_gpt_on_claude,4,Viktor,Villager,0,4,1,365.0,0.0,4.0,1,0
game_play_20240630_025358,1w_gpt_on_claude,0,Emil,Seer,4,1,9,306.44444444444446,0.0929696664990782,0.4444444444444444,8,8
game_play_20240630_025358,1w_gpt_on_claude,1,Dracula,Villager,0,4,2,214.0,0.3416666666666667,4.0,2,1
game_play_20240630_025358,1w_gpt_on_claude,2,Ileana,Mason,1,4,4,278.25,0.2870535714285714,3.0,4,4
game_play_20240630_025358,1w_gpt_on_claude,3,Alexia,Villager,0,4,2,288.0,0.1825396825396825,4.0,2,4
game_play_20240630_025358,1w_gpt_on_claude,4,Lucian,Werewolf,0,4,3,312.3333333333333,0.0555555555555555,1.3333333333333333,3,2
game_play_20240630_025627,1w_gpt_on_claude,0,Selene,Villager,0,4,2,139.0,0.424812030075188,4.0,2,3
game_play_20240630_025627,1w_gpt_on_claude,1,Stefan,Werewolf,4,1,10,359.8,0.0526226551226551,0.2,10,10
game_play_20240630_025627,1w_gpt_on_claude,2,Andrei,Villager,0,4,2,328.5,0.3933823529411764,4.0,2,3
game_play_20240630_025627,1w_gpt_on_claude,3,Alexia,Villager,1,4,3,276.0,0.3726495726495726,4.0,3,2
game_play_20240630_025627,1w_gpt_on_claude,4,Marius,Mason,0,4,3,342.3333333333333,0.2166666666666666,4.0,3,2
game_play_20240630_025820,1w_gpt_on_claude,0,Emil,Minion,4,1,8,380.625,0.0852874373433583,0.5,8,9
game_play_20240630_025820,1w_gpt_on_claude,1,Selene,Mason,1,4,3,324.0,0.1725490196078431,1.3333333333333333,3,5
game_play_20240630_025820,1w_gpt_on_claude,2,Alexandra,Mason,0,4,3,285.3333333333333,0.3314814814814815,3.0,3,3
game_play_20240630_025820,1w_gpt_on_claude,3,Radu,Werewolf,0,4,3,507.6666666666667,0.3982905982905982,4.0,3,1
game_play_20240630_025820,1w_gpt_on_claude,4,Ileana,Villager,0,4,3,220.3333333333333,0.1944444444444444,4.0,3,2
game_play_20240630_030059,1w_gpt_on_claude,0,Alexandra,Mason,0,2,4,174.75,0.1120300751879699,1.75,4,6
game_play_20240630_030059,1w_gpt_on_claude,1,Dracula,Seer,3,2,4,281.75,0.1522373051784816,0.0,4,3
game_play_20240630_030059,1w_gpt_on_claude,2,Michael,Mason,0,3,4,176.25,0.1197916666666666,1.5,4,4
game_play_20240630_030059,1w_gpt_on_claude,3,Cristina,Werewolf,0,3,3,353.3333333333333,0.2602212602212602,0.6666666666666666,3,4
game_play_20240630_030059,1w_gpt_on_claude,4,Andrei,Minion,2,3,5,470.0,0.0533333333333333,0.0,5,3
game_play_20240630_030334,1w_gpt_on_claude,0,Larisa,Mason,0,4,1,150.0,0.0476190476190476,0.0,1,6
